,id,title,category_id,views,likes,favorites,comments,date,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes,vpm_scaled
0,Das7SCjARAk,🐜독립 채널🐜 💵워크맨 사상 의외의 1등 시급 등장!!!💵 방학 단기 알바 끝판왕 전단지 알바 리뷰 (feat. 워크맨 채널 분리 예고ㅇㅇ)ㅣ워크맨 ep.9,22,5170302,61727,0,,2019-07-12 09:00:02+00:00,492,"['studiolululala', 'JTBC', '스튜디오룰루랄라', '룰루랄라', '워크맨', '직업리뷰', '알바리뷰', '알바썰', '알바', '직업', '장성규', '와썹맨', 'workman', 'job', 'wassupman', '유튜버', '알바후기', '아르바이트', '전단지알바', '전단지', '단기알바', '여름방학', '학생알바', '중학생', '고등학생', '대학생', '꿀알바', '음식점', '체육관', '길거리', '상암', '방송국', '이자카야']",0.2957898735341013,0.27651963911418936,0.0,1991540.3648641,2.596132165442107,-0.43960256972729983
1,DodhBgfzY_c,🐜독립 채널🐜 꿀알바인줄 알고 했다가 골로 갈뻔한 사연ㄷㄷ 여름철 극한 직업 죽음의 워터파크 알바 리뷰ㅣ워크맨 ep.5,22,7982140,75397,0,,2019-07-12 09:00:02+00:00,517,"['studiolululala', 'JTBC', '스튜디오룰루랄라', '룰루랄라', '워크맨', '직업리뷰', '알바리뷰', '알바썰', '알바', '직업', '장성규', '와썹맨', 'workman', 'job', 'wassupman', '워터파크알바', '수영장', '라이프가드', '여름방학', '여름알바', '아르바이트', '후기', '알바후기', '워터슬라이드', '래쉬가드', '수영복', '장성규 알바', '워크', '시급', '워터파크알바리뷰']",0.9761067278309659,0.5879659163401075,0.0,1991540.3648641,4.008023206973609,-0.05980060550968167
2,MnJqDkNwIsk,🐜독립 채널🐜 사장님도 비추하는 극한 ★고깃집 알바★ 솔직 리뷰(ft.고기 잘 구우면 팁 쏟아짐)ㅣ워크맨 ep.4,22,7417368,79406,0,,2019-07-12 09:00:04+00:00,533,"['studiolululala', 'JTBC', '스튜디오룰루랄라', '룰루랄라', '워크맨', '직업리뷰', '알바리뷰', '알바썰', '알바', '직업', '장성규', '와썹맨', 'workman', 'job', 'wassupman', '고깃집알바', '고기', '삼겹살', '맥주', '사장님', '아르바이트', '후기', '알바후기', '고깃집', '장성규 영화관', '장성규 영화', '장성규 알바', '워크', '시급', '고깃집알바리뷰']",0.8394616186764027,0.6793037455572769,0.0005555555555555556,1991540.3315307668,3.7244377543179126,-0.13608574988268152
3,QKTEbrFDbEc,🐜독립 채널🐜 ※댓글 청정 주의※ 몸과 마음이 퓨어하다 못해 푸어...해짐★ 역대급 극한 알바 키즈카페 리뷰ㅣ워크맨 ep.7,22,7639956,71701,0,,2019-07-12 09:00:04+00:00,606,"['studiolululala', 'JTBC', '스튜디오룰루랄라', '룰루랄라', '워크맨', '직업리뷰', '알바리뷰', '알바썰', '알바', '직업', '장성규', '와썹맨', 'workman', 'job', 'wassupman', '키즈카페', '키카', '아기', '어린이', '키즈카페알바후기', '메가박스', '상암', '아르바이트', '후기', '알바후기']",0.8933162034583959,0.5037592271940217,0.0,1991540.3315307668,3.836204509163852,-0.10602023365228502
4,A0as_-0ObgU,🐜독립 채널🐜 ※충격※ 반도의 안 흔한 시급 17 000원짜리 알바..?! 공짜치킨에 보너스까지 개이득!!★맥주보이★알바 리뷰ㅣ워크맨 ep.3,22,9989295,69548,0,,2019-07-12 09:00:05+00:00,507,"['studiolululala', 'JTBC', '스튜디오룰루랄라', '룰루랄라', '워크맨', '직업리뷰', '알바리뷰', '알바썰', '알바', '직업', '장성규', '와썹맨', 'workman', 'job', 'wassupman', '야구장알바', '야구', '야덕', '맥주보이', '맥주', '치킨', '치맥', 'SK와이번스', 'NC다이노스', '아르바이트', '후기', '알바후기', '야구장']",1.4617326336214926,0.45470700811081743,0.0002777777777777778,1991540.3148641,5.015863814276668,0.21131085494464025
5,SKsKdLNRDDk,🐜독립 채널🐜 ※야구덕후 주목※ 덕질하면서 돈 버는 덕업일치 끝판왕 알바는?!ㄷㄷ(feat. SK와이번스)ㅣ워크맨 ep.2,22,4396944,35910,0,,2019-07-12 09:00:05+00:00,562,"['studiolululala', 'JTBC', '스튜디오룰루랄라', '룰루랄라', '워크맨', '직업리뷰', '알바리뷰', '알바썰', '알바', '직업', '장성규', '와썹맨', 'workman', 'job', 'wassupman', '야구장알바', '야구', '야덕', '한국시리즈', 'SK와이번스', '김광현', '볼보이', '아르바이트', '후기', '알바 후기', '야구장']",0.10867792689801675,-0.311674109177071,0.0,1991540.3148641,2.207810691645497,-0.5440619466604186
6,gScLohLMiCA,🐜독립 채널🐜(스포X) 어벤져스 스포 차단 꿀팁?! 영화관 알바 만렙이 말하는 알바 리뷰(feat.메가박스/CGV 비교)ㅣ워크맨 ep.1,22,9241209,77501,0,,2019-07-12 09:00:06+00:00,635,"['studiolululala', 'JTBC', '스튜디오룰루랄라', '룰루랄라', '워크맨', '직업리뷰', '알바리뷰', '알바썰', '알바', '직업', '장성규', '와썹맨', 'workman', 'job', 'wassupman', '영화관 알바', '메가박스', 'CGV', '롯데시네마', 'megabox', '어벤져스', 'avengers', '타노스', '아이언맨', '엘사', '영화', '스포', '아르바이트', '후기', '알바 후기', '미소지기', '크루']",1.2807351813274686,0.6359017588626629,0.0002777777777777778,1991540.2981974334,4.640231989462793,0.11026502301400753
7,ht0Zl9BJCwQ,🐜독립 채널🐜 홍대에 숨겨진 제2의 백종원 양성 학교?! 요리스킬 만렙 찍을 수 있는 PC방 알바 리뷰 (feat.카구리) ㅣ워크맨 ep.8,22,15433049,106295,0,,2019-07-12 09:00:06+00:00,542,"['studiolululala', 'JTBC', '스튜디오룰루랄라', '룰루랄라', '워크맨', '직업리뷰', '알바리뷰', '알바썰', '알바', '직업', '장성규', '와썹맨', 'workman', 'job', 'wassupman', '피씨방', 'pc방', '홍대', '맛집', '라면', '먹방', 'pc방라면', '카구리', '야간알바', 'pc방먹방', '아르바이트', '후기', '알바후기', '유튜버', '인디밴드']",2.778834684609485,1.2919210790121207,0.0,1991540.2981974334,7.749302895838279,0.9466123064788796
8,zeY3P0kPa0I,🐜독립 채널🐜 직원들 꿀복지에 소개팅 트렌드 분석까지 ★갓벽★ 대환장 소개팅어플 회사 현실 리뷰(ft. 애프터각 꿀팁🍯)ㅣ워크맨 ep.6,22,7339175,61509,0,,2019-07-12 09:00:25+00:00,591,"['studiolululala', 'JTBC', '스튜디오룰루랄라', '룰루랄라', '워크맨', '직업리뷰', '알바리뷰', '알바썰', '알바', '직업', '장성규', '와썹맨', 'workman', 'job', 'wassupman', '스타트업', '데이팅어플', '데이트', '소개팅', '솔로', '커플', '연애', '애프터', '애프터성공', '문신', '사장님', '아르바이트', '후기', '알바후기']",0.820543026713411,0.2715529025790577,0.005277777777777778,1991539.9815307667,3.685175827782707,-0.1466472991654533
9,hSdwuOj2ecA,역대급 가’족’같은 분위기🏠 머리카락 대신 목 날아갈 뻔한 미용실 알바 리뷰ㅣ워크맨 ep.10,22,12172188,122775,0,,2019-07-19 09:00:19+00:00,545,"['studiolululala', 'JTBC', '스튜디오룰루랄라', '룰루랄라', '워크맨', '직업리뷰', '알바리뷰', '알바썰', '알바', '직업', '장성규', '와썹맨', 'workman', 'job', 'wassupman', '아르바이트', '후기', '알바후기', '미용실', '헤어샵', '미용실스텝', '미용실샴푸', '파마', '염색', '두피클리닉', '모발', '탈모', '탈모클리닉']",1.9898778891542246,1.6673881345119839,167.99833333333333,1981460.0815307668,6.143039727853835,0.5145237895143115
