,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags
0,gdr1jsWfzV8,취해서 집 데려다 달라는 여자   웹드라마   끄적끄적   EP.01,24,518792,4264,0,NaN,2021-11-02T11:30:05Z,756380.81,432,"['여우짓', '여자여우', 'web drama', '웹드라마', 'korean web drama', 'korea drama', 'drama', '웹드', '루디틴', 'web drama sub indo', '남사친', '드라마', '루디고', '짧대', '짧은대본', '공감', '남자여우', '어장관리', '술자리', '여우', '픽고', 'web drama korean', '여사친', '연애', '끄적끄적', '연플리', '어장', '남자여우짓', '스킨십', 'writingdown', '치즈필름', '웹 드라마', '웹드라마 몰아보기', 'writing down']"
1,rGciSQmLvXQ,[웹드라마] 술김에 키스하는 남사친 💋 (커플  연애  여사친)    끄적끄적   EP.02,24,879310,6614,0,NaN,2021-11-09T11:15:02Z,746315.86,366,"['web drama', '웹드라마', 'korean web drama', 'korea drama', 'drama', '남사친', '리스트업', '러브틴 에이저', '끄적끄적', '키스', '소개팅', 'korean blind date', '썸', '연애', '데이트', '커플', 'blind date', 'blind dating', '뽀뽀', 'Kiss', 'couple', 'love', 'kissing', '키스신', '스킨십', 'skinship', 'korean', '여우짓', '남자', '남자 여우짓', '여자 여우', '남자 여우', '드라마키스', '영화키스', 'kroea', 'kiss', 'writingdown', '짧은대본', '치즈필름', '픽고', '짧대', '루디고', '여사친']"
2,gfnxT4-QPXI,[웹드라마] 여친이 귀찮아졌다. 🥱  (Feat. 가스라이팅  집착  의심)    끄적끄적   EP.03,24,443811,3375,0,NaN,2021-11-13T13:04:49Z,740446.08,378,"['집착', '여친', '여자친구', '남친', '남자친구', '가스라이팅', 'web drama', '웹드라마', 'korean web drama', 'korea drama', 'drama', '남사친', '리스트업', '끄적끄적', '썸', '연애', '데이트', '커플', 'couple', '스킨십', 'skinship', 'korean', 'kroea', 'web drama hài', 'phim hay', '공감', '웹드', '의심', '훈남', '훈녀', 'writingdown', '짧은대본', '치즈필름', '픽고', '짧대', '루디고']"
3,N1SwOtqTUBQ,[웹드라마] 여사친이 스킨십하면 생기는 일  (feat. 남사친  연애  썸  어장)   끄적끄적   EP.04,24,601560,5444,0,NaN,2021-11-20T11:00:20Z,730490.57,308,"['스킨십', '커플', '남사친', '여사친', '연애', '데이트', '여자친구', '여친', '남친', '남자친구', 'couple', 'web drama', '웹드라마', 'korean web drama', 'korea drama', 'drama', '썸', 'skinship', 'korean', 'kroea', '공감', '웹드', '훈남', '훈녀', 'web drama korean', '리스트업', '썸남', '끄적끄적', '썸녀', 'writingdown', '짧은대본', '치즈필름', '픽고', '짧대', '루디고']"
4,8shBdif9orM,[웹드라마] 나랑 잘 생각밖에 없는 쓰레기 남친 (feat. 스킨십  남사친)   끄적끄적   EP.05,24,676322,5311,0,NaN,2021-11-25T11:32:10Z,723258.73,322,"['스킨십', '커플', '남사친', '여사친', '연애', '데이트', '여자친구', '여친', '남친', '남자친구', 'couple', 'web drama', '웹드라마', 'korean web drama', 'korea drama', 'drama', '썸', 'skinship', 'korean', 'kroea', '공감', '웹드', '훈남', '훈녀', 'web drama korean', '리스트업', '썸남', '끄적끄적', '썸녀', '어장', 'writingdown', '짧은대본', '치즈필름', '픽고', '짧대', '루디고']"
5,XlbBNHJqF2M,[웹드라마] 잘생긴 연하남이 위험한 이유 (feat. 스킨십  남사친  여사친  금사빠)   끄적끄적   EP.06,24,399234,3281,0,NaN,2021-11-28T12:30:13Z,718880.69,309,"['스킨십', '커플', '남사친', '여사친', '연애', '데이트', 'couple', 'web drama', '웹드라마', 'korean web drama', 'korea drama', 'drama', '썸', 'skinship', 'korean', 'kroea', '공감', '웹드', '훈남', '훈녀', 'web drama korean', '리스트업', '썸남', '끄적끄적', '썸녀', '금사빠', 'writingdown', '짧은대본', '치즈필름', '픽고', '짧대', '루디고']"
6,3ZwNQq_31Rs,[웹드라마] 남자한테 관심없는 여자   끄적끄적   EP.07,24,963664,6522,0,NaN,2021-12-05T12:00:04Z,708830.84,315,"['스킨십', '커플', '남사친', '여사친', '연애', '데이트', 'couple', 'web drama', '웹드라마', 'korean web drama', 'korea drama', 'drama', '썸', 'skinship', 'korean', 'kroea', '공감', '웹드', '훈남', '훈녀', 'web drama korean', '리스트업', '썸남', '끄적끄적', '썸녀', '철벽', '철벽녀', '칠옹성', 'writingdown', '짧은대본', '치즈필름', '픽고', '짧대', '루디고']"
7,6eakRYIgaRc,[웹드라마] 남자는 절대 이해 못하는 여자의 행동 (feat. 남사친  여사친  연애)   끄적끄적   EP.08,24,320986,3488,0,NaN,2021-12-09T12:48:48Z,703022.11,350,NaN
8,yhF9x9nY5ck,[웹드라마] 친구가 여자로 보이는 순간 (feat. 연애  썸  여사친  남사친)   끄적끄적   EP.09,24,326908,2855,0,NaN,2021-12-11T11:00:33Z,700250.36,346,"['스킨십', '커플', '남사친', '여사친', '연애', '데이트', 'couple', '썸', '웹드', '리스트업', '끄적끄적', 'boyfriend', 'girlfriend', '여자친구', '남자친구', '웹드라마', '여친', '남친', 'skinship', '썸녀', '썸남', 'web drama', 'korea drama', 'korean web drama', 'korean', 'korea', '연애세포', '사랑싸움', '드라마', '로맨스', '짝사랑', 'love', 'romance', 'kdrama', 'Writing down', '웹 드라마', '웹드라마 몰아보기', '웹드라마 추천', '짧은대본', '치즈필름', '픽고', '짧대', '루디고']"
9,tY8jdPjaC4I,[웹드라마] 짝남한테 꼬리 치는 여우 (feat. 여사친  남사친)   끄적끄적   EP.10,24,315875,2432,0,NaN,2021-12-19T11:00:29Z,688730.43,524,"['커플', '남사친', '여사친', '연애', '데이트', '웹드', '리스트업', '끄적끄적', '웹드라마', 'web drama', 'korean web drama', '드라마', 'Writing down', '웹 드라마', '웹드라마 몰아보기', '웹드라마 추천', '여우짓', '짧은대본', '치즈필름', '픽고', '짧대', '루디고', 'korea drama']"
10,-iQ9YZ5Io2o,[웹드라마] 예쁜 카페 알바생 번호 따는 법 (feat. 첫사랑)   끄적끄적   EP.11,24,276391,2612,0,NaN,2021-12-25T11:00:01Z,680090.9,309,"['끄적끄적', '리스트업', '웹드라마', '웹 드라마', '드라마', 'web drama', 'korean web drama', '웹드라마 몰아보기', '웹드라마 추천', '데이트', '웹드', '첫사랑', 'Writing down', '짝사랑', '연애', '남사친', '여사친', 'first love', 'couple', 'korea drama', '로맨스', 'romance', 'Kdrama', '짧은대본', '치즈필름', '픽고', '짧대', '루디고', '카페 알바생', '카페알바생']"
