,id,title,category_id,views,likes,favorites,comments,date,duration,tags
0,m9m_eHVEGYA,[ENG] 핑계고_설명_영상.mp4,23,837446,19564,0,NaN,2022-11-15T09:00:25Z,163,"['뜬뜬', '핑계고', '유재석']"
1,HsnXd-qK1KY,[ENG] 산책은 핑계고,23,2977030,61150,0,NaN,2022-11-17T08:00:09Z,1918,"['뜬뜬', '핑계고', '유재석', '지석진', '산책']"
2,O_ri_EHavSo,[ENG] 몸보신은 핑계고,23,5962622,80319,0,NaN,2022-11-25T09:00:11Z,2045,"['뜬뜬', '핑계고', '유재석', '송은이', '몸보신']"
3,xQjkPhVgvRo,[ENG] 조찬 모임은 핑계고,23,3320787,51348,0,NaN,2022-12-02T23:00:07Z,2347,"['뜬뜬', '유재석', '조남지대', '조세호', '남창희', '토크', '조찬모임']"
4,W7uLhS9qfis,[ENG] 피크닉은 핑계고,23,4599079,81577,0,NaN,2022-12-16T09:00:08Z,2182,"['뜬뜬', '핑계고', '유재석', '지석진', '이광수', '피크닉']"
5,47iiFY6YfZg,(live) 모닝콜은 핑계고,23,476204,12510,0,NaN,2022-12-17T04:00:53Z,1465,NaN
6,VnVlLCk9oOA,[ENG] 또 피크닉은 핑계고,23,2179551,40535,0,NaN,2022-12-23T09:00:10Z,2070,"['뜬뜬', '핑계고', '유재석', '이광수', '지석진', '토크', '피크닉']"
7,W7h5exjKWZ8,[ENG] 신년모임은 핑계고,23,4491305,61616,0,NaN,2022-12-31T23:00:11Z,2620,"['뜬뜬', '핑계고', '유재석', '조세호', '남창희', '홍진경', '신년모임', '2023']"
8,MgDRnTGPGwY,[ENG] 또 신년모임은 핑계고,23,2100819,30304,0,NaN,2023-01-07T23:00:10Z,2280,NaN
9,JdU-QezqYTM,[ENG] 설 연휴는 핑계고,23,7202164,93017,0,NaN,2023-01-21T00:00:10Z,3473,"['뜬뜬', '핑계고', '이동욱', '유재석', '조남지대', '조세호', '남창희', '설연휴', '명절', '귀성길']"
10,XW3lAxx4AL8,[ENG] 축하 파티는 핑계고,23,3061328,48470,0,NaN,2023-02-07T09:00:07Z,2594,"['뜬뜬', '핑계고', '김종국', '짐종국', '지석진', '유재석', '토크', '축하파티', '유료광고포함']"
11,SRyk6t77Er8,[ENG] 커피 한잔은 핑계고,23,5765685,98394,0,NaN,2023-02-25T03:00:08Z,3391,NaN
12,jSwDoRePjKc,[ENG] 230222 mini핑계고 : 유재석  조세호  주우재 @뜬뜬편집실 (OneCam),23,2458743,35383,0,NaN,2023-03-01T12:00:35Z,1846,"['뜬뜬', '핑계고', '미니핑계고', '미니핑', '유재석', '조세호', '주우재', '토크']"
13,Cb5IC4TmECo,[ENG] 수란은 핑계고,23,4580503,65533,0,NaN,2023-03-11T00:00:09Z,2478,NaN
14,qnQitl3u3lw,[ENG] 또 수란은 핑계고 (근데 진짜 함),23,3243231,48709,0,NaN,2023-03-18T00:00:11Z,2614,NaN
15,UXrlLtBhrTA,[ENG] 봄맞이는 핑계고,23,3467159,46733,0,NaN,2023-03-21T09:00:08Z,4196,NaN
16,m4TzpZjabQM,[ENG] 가짜의 삶은 핑계고,23,3180742,41581,0,NaN,2023-04-08T02:00:09Z,2931,NaN
17,ZfOXJJN7nNk,[EN/JP/ES] 편한 동생들은 핑계고,23,5502357,232110,0,NaN,2023-04-11T09:00:12Z,2882,NaN
