,id,title,category_id,views,likes,favorites,comments,date,duration,tags
0,Mba3P4-q8tI,포켓몬스터 스칼렛 바이올렛 #1,20,192437,1423,0,NaN,2022-11-17T22:47:06Z,13929,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛']"
1,H53Nbc5S0j0,포켓몬스터 스칼렛 바이올렛 #2,20,110449,797,0,NaN,2022-11-19T00:36:46Z,25518,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛']"
2,wPCctKo4nKI,포켓몬스터 스칼렛 바이올렛 #3,20,111640,690,0,NaN,2022-11-20T00:13:53Z,34380,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛']"
3,tYqjGnBpOUg,포켓몬스터 스칼렛 바이올렛 #4,20,83218,531,0,NaN,2022-11-24T09:48:43Z,32512,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛']"
4,w-4L86Pccqs,포켓몬스터 스칼렛 바이올렛 #5,20,55031,371,0,NaN,2022-11-25T23:09:57Z,24864,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛']"
5,zuHsOZYVkGA,포켓몬스터 스칼렛 바이올렛 #6,20,37144,297,0,NaN,2022-11-26T08:00:26Z,26507,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛']"
6,4z0JLtze2cg,포켓몬스터 스칼렛 바이올렛 #7,20,34643,306,0,NaN,2022-11-27T01:27:29Z,26902,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛']"
7,0t0TyPUBpDI,포켓몬스터 스칼렛 바이올렛 #8,20,43018,362,0,NaN,2022-11-27T09:00:00Z,26532,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛']"
8,dU3rbo0RMq0,포켓몬스터 스칼렛 바이올렛 #9,20,44545,347,0,NaN,2022-11-30T01:41:54Z,37694,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛']"
9,nWaNdZY1WvI,포켓몬스터 스칼렛 바이올렛 #10,20,20748,204,0,NaN,2022-12-01T01:09:53Z,9976,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛']"
10,mkajB2kc5Sc,포켓몬스터 스칼렛 바이올렛 #11,20,33456,233,0,NaN,2022-12-01T01:11:47Z,29046,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛']"
11,TUX7i_3oUi0,실전배틀 맛보기 [포켓몬 스바],20,77375,700,0,NaN,2022-12-02T03:51:34Z,17972,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛', '거미', '트래비터']"
12,HaaxwlV3_1k,육파리 그는 신이야 [포켓몬 스바],20,71002,706,0,NaN,2022-12-05T04:50:07Z,16722,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛', '거미', '트래비터']"
13,1t4ovd6v65k,자르면 이긴다 [포켓몬 스바],20,76381,645,0,NaN,2022-12-08T02:47:57Z,18082,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛', '거미', '트래비터']"
14,wyxmT5ybLMo,파괴광선에는 낭만이 있다 [포켓몬 스바],20,79163,676,0,NaN,2022-12-10T03:48:34Z,15912,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛', '거미', '트래비터']"
15,oETaRGbjvCo,포켓몬마스터가 됐습니다 [포켓몬 스바],20,101241,805,0,NaN,2022-12-12T22:38:43Z,16748,"['녹두로', '포켓몬스터', 'pokemon', '포켓몬', '닌텐도 스위치', '스위치', '닌텐도', '비디오게임', 'nintendo switch', 'nintendo', 'switch', '신작', '갓겜', '포켓몬스터 스칼렛 바이올렛', '스칼렛', '바이올렛', 'pokemon scarlet violet', '포켓몬 스칼렛 바이올렛', '거미', '트래비터']"
