,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags
0,BK3DeOo0i68,-,-,-,-,-,-,-,-,-,-
1,g9GM6zwWPWw,영어회화를 건강하게! 영어공부 필수 비타민💊 #1 Day 01 I'm on ~ 영어인강 영어회화학원 영어책추천,27,23088,402,0,NaN,2021-07-20T11:00:14Z,15052.02,156,"['영어회화', '영어공부', '영어인강', '영어회화학원', '영어책추천', '영어표현', '영어말하기', '영어교재', '영어회화책추천', '왕초보영어회화', '패턴영어', '기초영어', '해커스톡', '평생0원', '해커스톡추천']"
2,n8MvLVFvJ5k,영어회화를 건강하게! 영어공부 필수 비타민💊 #2 I'm afraid of~ 영어회화학원영어회화책 왕초보영어,27,13635,187,0,NaN,2021-07-27T11:00:17Z,14884.02,156,"['영어회화', '영어공부', '왕초보영어', '영어인강추천', '왕초보영어회화', '영어교재', '영어회화책추천', '영어책추천', '영어표현', '영어인강', '해커스톡', '해커스톡추천', '해커스톡인강', '평생0원', '평생0원 후기']"
3,I3QvYUaphKc,영어회화를 건강하게! 영어공부 필수 비타민💊 #3 I'm about to~ 왕초보영어 영어회화학원 영어교재,27,15254,265,0,NaN,2021-08-03T11:00:18Z,14716.02,156,"['영어회화', '영어공부', '왕초보영어', '영어회화학원', '왕초보영어회화', '영어교재', '영어회화책추천', '영어책추천', '영어표현', '영어인강', '해커스톡', '해커스톡추천', '해커스톡인강', '평생0원', '평생0원 후기']"
4,zNyBVCn2hU8,영어회화를 건강하게! 영어공부 필수 비타민💊 #4 I'm here to~ 영어회화학원영어발음 영어책추천,27,12579,220,0,NaN,2021-08-10T11:00:32Z,14548.02,156,"['영어회화', '영어공부', '왕초보영어', '영어회화학원', '영어발음', '영어교재', '영어회화책추천', '영어책추천', '영어표현', '영어인강', '해커스톡', '해커스톡추천', '해커스톡인강', '평생0원', '평생0원 후기']"
5,8sQXKv1k4Tc,영어회화를 건강하게! 영어공부 필수 비타민💊 #5 I'm not here to~ 영어회화학원영어공부 영어표현,27,12318,207,0,NaN,2021-08-17T11:00:04Z,14380.03,161,"['영어회화', '영어공부', '왕초보영어', '영어회화학원', '영어발음', '영어교재', '영어회화책추천', '영어책추천', '영어표현', '영어인강', '해커스톡', '해커스톡추천', '해커스톡인강', '평생0원', '평생0원 후기']"
6,Yfz_KzP2MqA,영어회화를 건강하게! 영어공부 필수 비타민💊 #6 I'm ready to~ 영어숙어 영문법 영어회화책,27,12985,180,0,NaN,2021-08-24T11:00:15Z,14212.02,156,"['영어회화', '영어공부', '영문법', '기초영문법', '영어공부혼자하기', '영어단어', '영어말하기', '영어숙어', '영어회화책', '영어레벨테스트', '왕초보영어회화', '영어책추천', '영어발음', '영어문법', '영어듣기', '영어교재', '기초영어', '영어문장']"
7,uBAJYkANvNw,영어회화를 건강하게! 영어공부 필수 비타민💊 #7 I'm sorry 영어발음 영어문장 영어듣기,27,10319,160,0,NaN,2021-08-31T11:00:38Z,14044.02,156,"['영어회화', '영어공부혼자하기', '영어발음', '영어문장', '영어문법', '영어듣기', '영어기초', '영어공부', '영어학원', '기초영문법', '영단어', '영어단어외우는법', '영어숙어', '영어회화책', '왕초보영어', '해커스톡', '패턴영어', '영어로', '영어인강', '영어인강추천']"
8,CKe1nMA48mI,영어회화를 건강하게! 영어공부 필수 비타민💊#8 I'm worried about 생활영어 영어기초공부 기초영어,27,11676,191,0,NaN,2021-09-07T11:00:04Z,13876.03,156,"['해커스톡', '영어회화', '기초영어회화', '영어혼자말하기', '영어', '영어공부혼자하기', '생활영어', '영어기초공부', '기초영어', '영어발음', '영어문장', '영어문법', '영어듣기', '영어기초', '영어공부', '영어학원', '기초영문법', '영단어', '영어숙어', '영어회화책', '왕초보영어', '영어로', '영어인강', '영어문법책추천']"
9,zEDOnJysR6M,영어회화를 건강하게! 영어공부 필수 비타민💊#9 I'm interested in~ 영어발음 영어문법 영어말하기,27,10715,175,0,NaN,2021-09-14T11:00:27Z,13708.02,156,"['해커스톡', '영어회화', '기초영어회화', '영어혼자말하기', '영어', '영어발음', '영어문법', '영어문법책', '영어듣기', '영어문법책추천', '영어말하기', '영어기초문법', '영어교재', '영어문법인강', '기초영문법', '영어표현', '여행영어', '영어로', '영어공부혼자하기']"
