,title,category_id,views,likes,favorites,comments,date,tags
0,[sub] 😈 악마정남 티저 | 형..언제까지 그렇게 옷 입을꺼야?  고민 많은 당신을 위한 원앤온리 맞춤형 옷가게! #악마는정남이를입는다,24,446773,6678,0,Nan,2020-11-13T14:09:06Z,"['나영석', '나PD', '아간세', '아이슬란드간세끼', '이수근', '수근세끼', '은지원', '지원세끼', '삼시세끼', '세끼', '신효정', '나피디', '묘한이', 'tvN', '라끼남', '라면', '라면끼리는남자', '강호동', '양정우', '육봉선생', '6봉선생', '라면먹방', '마포멋쟁이', '마포', '멋쟁이', '송민호', '표지훈', '민호', '지훈', '피오', 'MINO', 'PO', 'P.O', '위너', 'WINNER', '송표', '표송', '패션', '패션유튜버', '패션유튜브', '삼시네세끼', '달나라공약이행프로젝트', '달나라프로젝트', '달나라', '젝스키스', '젝키', '젝서키', '젝스키', '이재진', '재진', '김재덕', '재덕', '장수원', '수원', 'Sechs Kies', '슬의', '슬기로운하드털이', '슬의생', '슬기로운의사생활', '신원호', '워노', '이우정', '조정석', '정경호', '유연석', '김대명', '전미도', '이익준', '김준완', '안정원', '양석형', '채송화', '용석민', '문태유', '도재학', '이익순', '곽선영', '겨울정원', '신현빈', '장겨울', '수빈쌤', 'hospitalplaylist', '이식당', '나홀로이식당', '나노', '정원겨울', '춘하추동', '우주', '김준', '피아노치는곰돌이']"
1,"😈 악마정남 티저ㅣ이것도 예쁘구,,,저것두 예쁘구,,, 정남이가 옷가게를 그냥 지나치랴...#악마는정남이를입는다",24,362738,4147,0,Nan,2020-11-20T14:15:02Z,"['나영석', '나PD', '아간세', '아이슬란드간세끼', '이수근', '수근세끼', '은지원', '지원세끼', '삼시세끼', '세끼', '신효정', '나피디', '묘한이', 'tvN', '라끼남', '라면', '라면끼리는남자', '강호동', '양정우', '육봉선생', '6봉선생', '라면먹방', '마포멋쟁이', '마포', '멋쟁이', '송민호', '표지훈', '민호', '지훈', '피오', 'MINO', 'PO', 'P.O', '위너', 'WINNER', '송표', '표송', '패션', '패션유튜버', '패션유튜브', '삼시네세끼', '달나라공약이행프로젝트', '달나라프로젝트', '달나라', '젝스키스', '젝키', '젝서키', '젝스키', '이재진', '재진', '김재덕', '재덕', '장수원', '수원', 'Sechs Kies', '슬의', '슬기로운하드털이', '슬의생', '슬기로운의사생활', '신원호', '워노', '이우정', '조정석', '정경호', '유연석', '김대명', '전미도', '이익준', '김준완', '안정원', '양석형', '채송화', '용석민', '문태유', '도재학', '이익순', '곽선영', '겨울정원', '신현빈', '장겨울', '수빈쌤', 'hospitalplaylist', '이식당', '나홀로이식당', '나노', '정원겨울', '춘하추동', '우주', '김준', '피아노치는곰돌이']"
2,😈 악마정남 티저ㅣ놀토 보기전 5분! ‘기쁨라사’에 놀러오세요❤️ 정남 나이스! 읏~~쨔 #악마는정남이를입는다,24,184626,2710,0,Nan,2020-11-27T14:15:01Z,"['나영석', '나PD', '아간세', '아이슬란드간세끼', '이수근', '수근세끼', '은지원', '지원세끼', '삼시세끼', '세끼', '신효정', '나피디', '묘한이', 'tvN', '라끼남', '라면', '라면끼리는남자', '강호동', '양정우', '육봉선생', '6봉선생', '라면먹방', '마포멋쟁이', '마포', '멋쟁이', '송민호', '표지훈', '민호', '지훈', '피오', 'MINO', 'PO', 'P.O', '위너', 'WINNER', '송표', '표송', '패션', '패션유튜버', '패션유튜브', '삼시네세끼', '달나라공약이행프로젝트', '달나라프로젝트', '달나라', '젝스키스', '젝키', '젝서키', '젝스키', '이재진', '재진', '김재덕', '재덕', '장수원', '수원', 'Sechs Kies', '슬의', '슬기로운하드털이', '슬의생', '슬기로운의사생활', '신원호', '워노', '이우정', '조정석', '정경호', '유연석', '김대명', '전미도', '이익준', '김준완', '안정원', '양석형', '채송화', '용석민', '문태유', '도재학', '이익순', '곽선영', '겨울정원', '신현빈', '장겨울', '수빈쌤', 'hospitalplaylist', '이식당', '나홀로이식당', '나노', '정원겨울', '춘하추동', '우주', '김준', '피아노치는곰돌이', '배정남', '조재윤', '악마', '악마정남', '악마는정남이를입는다']"
3,[sub] 😈 ep.0 '않이.. 자네 패션이…?' 옷가게 열기 전에 배정남 사장님 테스트(?) 들어갑니다~ | 악마는정남이를입는다,24,801838,13872,0,Nan,2020-11-28T10:30:11Z,"['나영석', '나PD', '아간세', '아이슬란드간세끼', '이수근', '수근세끼', '은지원', '지원세끼', '삼시세끼', '세끼', '신효정', '나피디', '묘한이', 'tvN', '라끼남', '라면', '라면끼리는남자', '강호동', '양정우', '육봉선생', '6봉선생', '라면먹방', '마포멋쟁이', '마포', '멋쟁이', '송민호', '표지훈', '민호', '지훈', '피오', 'MINO', 'PO', 'P.O', '위너', 'WINNER', '송표', '표송', '패션', '패션유튜버', '패션유튜브', '삼시네세끼', '달나라공약이행프로젝트', '달나라프로젝트', '달나라', '젝스키스', '젝키', '젝서키', '젝스키', '이재진', '재진', '김재덕', '재덕', '장수원', '수원', 'Sechs Kies', '슬의', '슬기로운하드털이', '슬의생', '슬기로운의사생활', '신원호', '워노', '이우정', '조정석', '정경호', '유연석', '김대명', '전미도', '이익준', '김준완', '안정원', '양석형', '채송화', '용석민', '문태유', '도재학', '이익순', '곽선영', '겨울정원', '신현빈', '장겨울', '수빈쌤', 'hospitalplaylist', '이식당', '나홀로이식당', '나노', '정원겨울', '춘하추동', '우주', '김준', '피아노치는곰돌이']"
4,😈 보너스 | 직원 채용기념 첫 모임! 사장님이 직접 푸는 기쁨라사 탄생썰...! #악마는정남이를입는다,24,355201,5735,0,Nan,2020-12-01T12:00:06Z,"['나영석', '나PD', '아간세', '아이슬란드간세끼', '이수근', '수근세끼', '은지원', '지원세끼', '삼시세끼', '세끼', '신효정', '나피디', '묘한이', 'tvN', '라끼남', '라면', '라면끼리는남자', '강호동', '양정우', '육봉선생', '6봉선생', '라면먹방', '마포멋쟁이', '마포', '멋쟁이', '송민호', '표지훈', '민호', '지훈', '피오', 'MINO', 'PO', 'P.O', '위너', 'WINNER', '송표', '표송', '패션', '패션유튜버', '패션유튜브', '삼시네세끼', '달나라공약이행프로젝트', '달나라프로젝트', '달나라', '젝스키스', '젝키', '젝서키', '젝스키', '이재진', '재진', '김재덕', '재덕', '장수원', '수원', 'Sechs Kies', '슬의', '슬기로운하드털이', '슬의생', '슬기로운의사생활', '신원호', '이우정', '조정석', '정경호', '유연석', '김대명', '전미도', '이익준', '김준완', '안정원', '양석형', '채송화', '용석민', '문태유', '도재학', '이익순', '곽선영', '신현빈', '장겨울', 'hospitalplaylist', '이식당', '나홀로이식당', '나노', '우주', '김준', '어깨춤', '언제까지어깨춤을추게할거야', '규현', '조규현', '조정뱅이', '슈퍼주니어', 'superjunior', '슈주', '악마는정남이를입는다', '악마정남', '배정남', '조재윤', '기쁨라사']"
5,[sub] 😈ep.1-1 옷은 죄가 없어요..미스매치가 유죄일뿐! 과연 ‘기쁨라사’ 첫 손님의 변신 결과는?? | 악마는정남이를입는다,24,723893,11579,0,Nan,2020-12-05T10:30:14Z,"['나영석', '나PD', '아간세', '아이슬란드간세끼', '이수근', '수근세끼', '은지원', '지원세끼', '삼시세끼', '세끼', '신효정', '나피디', '묘한이', 'tvN', '라끼남', '라면', '라면끼리는남자', '강호동', '양정우', '육봉선생', '6봉선생', '라면먹방', '마포멋쟁이', '마포', '멋쟁이', '송민호', '표지훈', '민호', '지훈', '피오', 'MINO', 'PO', 'P.O', '위너', 'WINNER', '송표', '표송', '패션', '패션유튜버', '패션유튜브', '삼시네세끼', '달나라공약이행프로젝트', '달나라프로젝트', '달나라', '젝스키스', '젝키', '젝서키', '젝스키', '이재진', '재진', '김재덕', '재덕', '장수원', '수원', 'Sechs Kies', '슬의', '슬기로운하드털이', '슬의생', '슬기로운의사생활', '신원호', '이우정', '조정석', '정경호', '유연석', '김대명', '전미도', '이익준', '김준완', '안정원', '양석형', '채송화', '용석민', '문태유', '도재학', '이익순', '곽선영', '신현빈', '장겨울', 'hospitalplaylist', '이식당', '나홀로이식당', '나노', '우주', '김준', '어깨춤', '언제까지어깨춤을추게할거야', '규현', '조규현', '조정뱅이', '슈퍼주니어', 'superjunior', '슈주', '악마는정남이를입는다', '악마정남', '배정남', '조재윤', '기쁨라사']"
6,[sub] 😈ep.1-2 배사장님 믿습니까?! (믿습니다!!) 오늘부로 과거 KCM 패션은 잊어주세요... | 악마는정남이를입는다,24,752892,11378,0,Nan,2020-12-05T10:45:50Z,"['나영석', '나PD', '아간세', '아이슬란드간세끼', '이수근', '수근세끼', '은지원', '지원세끼', '삼시세끼', '세끼', '신효정', '나피디', '묘한이', 'tvN', '라끼남', '라면', '라면끼리는남자', '강호동', '양정우', '육봉선생', '6봉선생', '라면먹방', '마포멋쟁이', '마포', '멋쟁이', '송민호', '표지훈', '민호', '지훈', '피오', 'MINO', 'PO', 'P.O', '위너', 'WINNER', '송표', '표송', '패션', '패션유튜버', '패션유튜브', '삼시네세끼', '달나라공약이행프로젝트', '달나라프로젝트', '달나라', '젝스키스', '젝키', '젝서키', '젝스키', '이재진', '재진', '김재덕', '재덕', '장수원', '수원', 'Sechs Kies', '슬의', '슬기로운하드털이', '슬의생', '슬기로운의사생활', '신원호', '이우정', '조정석', '정경호', '유연석', '김대명', '전미도', '이익준', '김준완', '안정원', '양석형', '채송화', '용석민', '문태유', '도재학', '이익순', '곽선영', '신현빈', '장겨울', 'hospitalplaylist', '이식당', '나홀로이식당', '나노', '우주', '김준', '어깨춤', '언제까지어깨춤을추게할거야', '규현', '조규현', '조정뱅이', '슈퍼주니어', 'superjunior', '슈주', '악마는정남이를입는다', '악마정남', '배정남', '조재윤', '기쁨라사']"
7,[sub] 😈ep.2-1 블랙은 진리G! 같은 블랙 다른 느낌! 청년 농부의 180도 달라진 변신 #악마는정남이를입는다,24,630808,8385,0,Nan,2020-12-12T10:30:12Z,"['나영석', '나PD', '아간세', '아이슬란드간세끼', '이수근', '수근세끼', '은지원', '지원세끼', '삼시세끼', '세끼', '신효정', '나피디', '묘한이', 'tvN', '라끼남', '라면', '라면끼리는남자', '강호동', '양정우', '육봉선생', '6봉선생', '라면먹방', '마포멋쟁이', '마포', '멋쟁이', '송민호', '표지훈', '민호', '지훈', '피오', 'MINO', 'PO', 'P.O', '위너', 'WINNER', '송표', '표송', '패션', '패션유튜버', '패션유튜브', '삼시네세끼', '달나라공약이행프로젝트', '달나라프로젝트', '달나라', '젝스키스', '젝키', '젝서키', '젝스키', '이재진', '재진', '김재덕', '재덕', '장수원', '수원', 'Sechs Kies', '슬의', '슬기로운하드털이', '슬의생', '슬기로운의사생활', '신원호', '이우정', '조정석', '정경호', '유연석', '김대명', '전미도', '이익준', '김준완', '안정원', '양석형', '채송화', '용석민', '문태유', '도재학', '이익순', '곽선영', '신현빈', '장겨울', 'hospitalplaylist', '이식당', '나홀로이식당', '나노', '우주', '김준', '어깨춤', '언제까지어깨춤을추게할거야', '규현', '조규현', '조정뱅이', '슈퍼주니어', 'superjunior', '슈주', '악마는정남이를입는다', '악마정남', '배정남', '조재윤', '기쁨라사']"
8,[sub] 😈ep.2-2 잠깐만!!! 생각이랑 많이 다른 (?) 넉살의 비율에 배사장님 찐당황;; #악마는정남이를입는다,24,837666,12392,0,Nan,2020-12-12T10:48:20Z,"['나영석', '나PD', '아간세', '아이슬란드간세끼', '이수근', '수근세끼', '은지원', '지원세끼', '삼시세끼', '세끼', '신효정', '나피디', '묘한이', 'tvN', '라끼남', '라면', '라면끼리는남자', '강호동', '양정우', '육봉선생', '6봉선생', '라면먹방', '마포멋쟁이', '마포', '멋쟁이', '송민호', '표지훈', '민호', '지훈', '피오', 'MINO', 'PO', 'P.O', '위너', 'WINNER', '송표', '표송', '패션', '패션유튜버', '패션유튜브', '삼시네세끼', '달나라공약이행프로젝트', '달나라프로젝트', '달나라', '젝스키스', '젝키', '젝서키', '젝스키', '이재진', '재진', '김재덕', '재덕', '장수원', '수원', 'Sechs Kies', '슬의', '슬기로운하드털이', '슬의생', '슬기로운의사생활', '신원호', '이우정', '조정석', '정경호', '유연석', '김대명', '전미도', '이익준', '김준완', '안정원', '양석형', '채송화', '용석민', '문태유', '도재학', '이익순', '곽선영', '신현빈', '장겨울', 'hospitalplaylist', '이식당', '나홀로이식당', '나노', '우주', '김준', '어깨춤', '언제까지어깨춤을추게할거야', '규현', '조규현', '조정뱅이', '슈퍼주니어', 'superjunior', '슈주', '악마는정남이를입는다', '악마정남', '배정남', '조재윤', '기쁨라사']"
9,[sub] 😈ep.3-1 내가 바로 힙합 호랭이🐯 뭘 입어도 태가 나는 고객님에 사장님 직업 만족도는 상승중 #악마는정남이를입는다,24,798514,13068,0,Nan,2020-12-19T10:23:16Z,"['나영석', '나PD', '아간세', '아이슬란드간세끼', '이수근', '수근세끼', '은지원', '지원세끼', '삼시세끼', '세끼', '신효정', '나피디', '묘한이', 'tvN', '라끼남', '라면', '라면끼리는남자', '강호동', '양정우', '육봉선생', '6봉선생', '라면먹방', '마포멋쟁이', '마포', '멋쟁이', '송민호', '표지훈', '민호', '지훈', '피오', 'MINO', 'PO', 'P.O', '위너', 'WINNER', '송표', '표송', '패션', '패션유튜버', '패션유튜브', '삼시네세끼', '달나라공약이행프로젝트', '달나라프로젝트', '달나라', '젝스키스', '젝키', '젝서키', '젝스키', '이재진', '재진', '김재덕', '재덕', '장수원', '수원', 'Sechs Kies', '슬의', '슬기로운하드털이', '슬의생', '슬기로운의사생활', '신원호', '이우정', '조정석', '정경호', '유연석', '김대명', '전미도', '이익준', '김준완', '안정원', '양석형', '채송화', '용석민', '문태유', '도재학', '이익순', '곽선영', '신현빈', '장겨울', 'hospitalplaylist', '이식당', '나홀로이식당', '나노', '우주', '김준', '어깨춤', '언제까지어깨춤을추게할거야', '규현', '조규현', '조정뱅이', '슈퍼주니어', 'superjunior', '슈주', '악마는정남이를입는다', '악마정남', '배정남', '조재윤', '기쁨라사']"
