,id,title,category_id,views,likes,favorites,comments,date,duration,tags
0,-oeDGn727eQ,천원VS만원VS십만원!! 고기 사먹기!! 10만원이면 소고기 가능?!,24,1231964,13730,0,NaN,2022-05-03T09:00:00Z,777,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
1,TI8oFza27Zs,천원VS만원VS십만원!! 해산물 사먹기!! 제일 비싼 해산물은 무엇?!,24,1159482,13882,0,NaN,2022-05-28T09:00:11Z,823,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
2,yRAXUxcEQBU,천원VS만원VS십만원!! 중국음식 사먹기!! 최고급 중식은 무엇?!,24,1223484,13643,0,NaN,2022-06-14T09:00:34Z,1132,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
3,C_6S5ruiTJE,천원VS만원VS십만원!! 라면 사먹기!! 10만원짜리 라면은 과연?!,24,1655001,14767,0,NaN,2022-07-12T09:00:08Z,947,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
4,FkIteC4Jjic,천원VS만원VS십만원!! 시장 먹방!! 시장에서 10만원이면 몇 인분 사먹을까??,24,1065808,12976,0,NaN,2022-07-26T09:00:11Z,947,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
5,TfvkKevYNbs,천원vs만원vs십만원!! 한강 먹방!! 한강 라면 10만원 사먹기?!,24,734119,9680,0,NaN,2022-08-30T09:00:16Z,757,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
6,7YHE7MuubrQ,천원vs만원vs십만원!! 분식 사먹기!! 10만원이면 라면 몇 그릇?!,24,744883,10226,0,NaN,2022-09-27T09:00:03Z,773,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
7,yjCQvyCHFLQ,천원vs만원vs십만원!! 일본 음식 사먹기!! 일본 가도 10만원이면 다 먹나?!,24,695655,9687,0,NaN,2022-10-11T09:00:24Z,1070,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
8,gJDwLq2NLBw,천원vs만원vs십만원!! 치킨 사먹기!! 10만원으로 몇 마리까지 가능?!,24,1191755,11737,0,NaN,2022-11-08T09:01:47Z,952,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
9,nXG9mVgtUjU,천원vs만원vs십만원!! 디저트 사먹기!! 호텔 가면 10만원짜리 디저트 있나?!,24,768922,9165,0,NaN,2022-11-22T09:00:24Z,1062,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
10,ONtMCJ2ytqY,천원vs만원vs십만원!! 초밥 사먹기!! 10만원으로 최고급 참치 가능?!?!,24,743861,8199,0,NaN,2022-12-13T09:00:10Z,992,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
11,8Qww31Iybvc,천원vs만원vs십만원!! 홍대에서 사먹기!! 홍대 놀려면 얼마 필요할까?!,24,676927,7505,0,NaN,2023-01-03T09:00:06Z,940,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
12,-vCSuegRz74,천원vs만원vs십만원!! 백종원 시장 먹방!! SNS 핫플은 얼마 들고 갈까?!,24,753290,8754,0,NaN,2023-01-31T09:00:00Z,1082,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
13,9ZFYYKk-cHw,천원vs만원vs십만원!! 짜장면 먹방!! 10만원짜리 짜장면의 맛은 과연..?!,24,678902,8144,0,NaN,2023-03-01T09:00:04Z,908,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
14,gKcU6jD0Flk,천원vs만원vs십만원!! 김밥 먹방!! 1 000원 김밥이 아직 있을까?!,24,534097,7880,0,NaN,2023-03-14T09:00:20Z,1001,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
15,YQAjwn8D20Y,천원vs만원vs십만원!! 치즈 요리 먹기!! 치즈는 얼마치를 먹어야 배부를까?!,24,497785,6265,0,NaN,2023-04-11T09:00:16Z,828,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
